Duration,Source Port,Destination Port,Packets,Bytes,Urgent,Acknowledgment,Push,Reset,Synchronise,Finish,label
0.0,443,62871.0,2,126,0,1,1,0,0,0,none
0.0,80,44595.0,10,2525,0,1,1,0,0,1,none
6.0,22,35085.0,10,440,0,1,0,0,1,0,none
0.69,443,58138.0,6,5040,0,0,0,0,0,0,none
0.0,3306,53710.0,5,260,0,1,0,0,0,0,none
0.0,57451,443.0,5,200,0,1,0,0,0,0,none
28.58,443,7377.0,10,440,0,1,0,0,1,0,none
0.01,58858,10051.0,6,808,0,1,1,0,0,0,none
0.32,54810,443.0,20,1050,0,1,1,0,1,0,none
14.4,443,8162.0,10,440,0,1,0,0,1,0,none
0.0,56607,7000.0,5,200,0,0,0,0,1,0,none
0.0,53896,17.0,5,200,0,0,0,0,0,0,none
32.28,38832,443.0,595,38465,0,1,1,0,0,0,none
2.74,39819,443.0,150,199320,0,1,0,0,0,0,none
25.59,58371,443.0,15,9975,0,1,1,0,0,0,none
0.0,58909,443.0,1,46,0,0,0,0,0,0,none
360.02,443,58644.0,15,755,0,1,1,0,0,0,none
0.0,50393,3389.0,5,200,0,1,0,0,0,0,none
0.0,6,5431.0,2,80,0,0,0,0,1,0,none
12.79,51326,443.0,560,54300,0,1,1,0,0,0,none
0.0,56667,5555.0,5,200,0,0,0,0,1,0,none
0.0,53,46837.0,2,266,0,0,0,0,0,0,none
3.34,7547,54723.0,10,440,0,1,0,0,1,0,none
0.0,47065,445.0,2,80,0,0,0,0,1,0,none
0.0,54437,1026.0,5,140,0,0,0,0,0,0,none
0.0,40020,443.0,2,116,0,0,0,0,0,0,none
0.0,55791,443.0,5,320,0,1,1,0,0,0,none
0.12,443,58722.0,25,29660,0,1,1,0,0,0,none
0.04,52534,80.0,4,200,0,0,0,1,1,0,none
0.0,45478,6194.0,5,200,0,0,0,0,1,0,none
0.0,41161,10201.0,5,200,0,0,0,0,1,0,none
0.0,58434,3478.0,5,240,0,0,0,0,0,0,none
14.34,443,46372.0,15,660,0,1,0,0,1,0,none
0.0,25,48498.0,5,220,0,1,0,0,1,0,none
0.0,32958,0.0,5,655,0,0,0,0,0,0,none
0.0,123,123.0,5,380,0,0,0,0,0,0,none
0.21,52909,443.0,20,8230,0,1,1,0,0,1,none
18.73,53219,443.0,50,58125,0,1,1,0,0,0,none
0.0,56736,3370.0,5,200,0,0,0,0,1,0,none
0.0,443,1672.0,5,220,0,1,0,0,1,0,none
0.0,55900,53.0,5,440,0,0,0,0,0,0,none
0.0,80,47556.0,5,300,0,1,0,0,1,0,none
0.0,56810,3800.0,5,200,0,0,0,0,1,0,none
0.0,40032,7205.0,5,200,0,0,0,0,1,0,none
0.0,43166,3096.0,5,200,0,0,0,0,1,0,none
0.0,61009,23.0,2,80,0,0,0,0,1,0,none
45.08,443,50314.0,10,3360,0,1,1,0,0,0,none
0.01,58638,5483.0,115,4600,0,0,0,0,1,0,none
0.0,64819,443.0,5,260,0,1,0,0,0,0,none
0.0,54736,53.0,2,124,0,0,0,0,0,0,none
11.48,443,50229.0,10,4618,0,1,1,0,0,1,none
0.0,443,37130.0,5,260,0,1,0,0,0,1,none
0.0,7547,32526.0,5,220,0,1,0,0,1,0,none
0.0,34080,53.0,5,400,0,0,0,0,0,0,none
0.0,443,45420.0,5,260,0,1,0,0,0,1,none
0.0,443,59987.0,5,4750,0,1,1,0,0,0,none
0.0,51254,53.0,2,160,0,0,0,0,0,0,none
0.0,56336,5061.0,5,2295,0,0,0,0,0,0,none
0.0,44222,445.0,1,66,0,1,0,0,0,0,none
8.52,443,12078.0,10,440,0,1,0,0,1,0,none
0.0,44802,53.0,1,62,0,0,0,0,0,0,none
0.0,53718,443.0,2,104,0,1,0,0,0,1,none
0.0,56736,3330.0,5,200,0,0,0,0,1,0,none
0.0,56882,8621.0,5,715,0,0,0,0,0,0,none
51.86,53741,4001.0,15,1700,0,1,1,0,0,0,none
31.2,443,35361.0,25,12970,0,0,0,0,0,0,none
28.0,443,31174.0,10,440,0,1,0,0,1,0,none
0.0,443,49655.0,5,260,0,1,0,0,0,0,none
0.0,53,47583.0,5,485,0,0,0,0,0,0,none
1.728,61360,63212.0,179,23486,0,0,0,0,0,0,none
0.0,55129,443.0,1,46,0,0,0,0,0,0,none
0.0,21,62874.0,5,220,0,1,0,0,1,0,none
14.83,443,2486.0,45,31590,0,1,1,0,0,0,none
847.44,64057,443.0,255,31800,0,0,0,0,0,0,none
0.0,5060,23676.0,5,220,0,1,0,0,1,0,none
0.0,110,31918.0,5,220,0,1,0,0,1,0,none
0.0,12195,50151.0,2,634,0,0,0,0,0,0,none
0.11,443,63326.0,15,20670,0,0,0,0,0,0,none
0.0,60726,6003.0,5,940,0,0,0,0,0,0,none
0.0,7500,60408.0,2,64,0,0,0,0,0,0,none
0.0,35,6517.0,5,200,0,0,0,0,1,0,none
9.18,52451,443.0,10,405,0,1,0,0,0,1,none
0.0,39356,445.0,1,66,0,1,0,0,0,0,none
66.22,20073,5222.0,10,810,0,1,1,0,0,0,none
0.064,50637,443.0,3,1481,0,0,0,0,0,0,none
112.61,0,0.0,8500,2484800,0,0,0,0,0,0,none
0.0,1054,80.0,2,80,0,1,0,1,0,0,none
0.0,60840,443.0,2,198,0,1,1,0,0,0,none
0.0,21,46284.0,5,220,0,1,0,0,1,0,none
4.88,443,60005.0,28,7630,0,1,1,0,1,1,none
0.0,0,259.0,1,72,0,0,0,0,0,0,none
0.0,80,24139.0,1,46,0,0,0,0,0,0,none
0.0,54235,2048.0,5,140,0,0,0,0,0,0,none
0.0,61408,53.0,2,188,0,0,0,0,0,0,none
0.0,4567,43581.0,5,220,0,1,0,0,1,0,none
4.44,22,38770.0,15,3320,0,1,1,0,0,0,none
0.0,22,11001.0,5,220,0,1,0,0,1,0,none
44.99,443,57152.0,45,7975,0,1,1,0,0,0,none
0.0,53137,53188.0,2,80,0,0,0,0,1,0,none
0.0,49350,80.0,5,3470,0,1,1,0,0,0,none
0.16,49593,443.0,15,4815,0,1,1,0,0,0,none
2.17,443,54060.0,6,414,0,1,1,0,0,1,none
0.005,40346,445.0,2,174,0,1,1,0,0,0,none
0.0,48270,5038.0,5,200,0,0,0,0,1,0,none
0.0,53,39950.0,1,122,0,0,0,0,0,0,none
0.0,443,49379.0,5,7290,0,1,0,0,0,0,none
0.0,445,36533.0,1,108,0,1,1,0,0,0,none
0.0,37514,53.0,1,68,0,0,0,0,0,0,none
0.06,33764,443.0,4,460,0,1,1,0,0,0,none
0.0,48813,2222.0,5,200,0,0,0,0,1,0,none
0.0,62628,53.0,5,465,0,0,0,0,0,0,none
0.0,4343,48566.0,5,260,0,1,0,0,0,0,none
0.0,56810,3700.0,5,200,0,0,0,0,1,0,none
0.0,54435,2225.0,5,200,0,0,0,0,1,0,none
0.0,7547,17424.0,5,220,0,1,0,0,1,0,none
0.0,27534,53.0,1,59,0,0,0,0,0,0,none
0.0,443,54707.0,5,2825,0,1,1,0,0,0,none
0.0,0,771.0,5,380,0,0,0,0,0,0,none
0.8,443,45032.0,20,15400,0,1,0,0,0,0,none
0.0,57405,80.0,5,200,0,1,0,0,0,0,none
0.0,15,5070.0,5,200,0,0,0,0,1,0,none
59.0,443,50302.0,8,822,0,1,1,0,0,0,none
0.768,49348,80.0,3,126,0,0,0,0,0,0,none
2.752,49826,443.0,8,481,0,0,0,0,0,0,none
1.56,443,62788.0,24,1852,0,1,1,0,1,1,none
0.0,56736,3350.0,5,200,0,0,0,0,1,0,none
0.0,443,44135.0,5,260,0,1,0,0,0,0,none
0.0,53197,53.0,2,358,0,0,0,0,0,0,none
0.0,58500,3389.0,5,260,0,0,0,0,0,0,none
0.0,37225,53.0,5,325,0,0,0,0,0,0,none
0.0,43824,53.0,2,336,0,0,0,0,0,0,none
0.0,443,4544.0,5,200,0,1,0,0,0,0,none
4.0,22,62025.0,10,440,0,1,0,0,1,0,none
21.2,5060,3573.0,10,440,0,1,0,0,1,0,none
0.0,59614,41982.0,2,80,0,0,0,0,1,0,none
0.0,62980,14708.0,5,1525,0,0,0,0,0,0,none
0.064,20053,443.0,2,699,0,0,0,0,0,0,none
0.0,5060,57561.0,5,220,0,1,0,0,1,0,none
12.09,8621,25060.0,10,930,0,0,0,0,0,0,none
6.53,443,49412.0,525,777070,0,1,1,0,0,0,none
0.0,3389,23585.0,5,295,0,1,1,0,0,0,none
0.0,22,12240.0,5,220,0,1,0,0,1,0,none
0.06,50995,20029.0,15,1150,0,1,1,0,0,1,none
0.0,443,54282.0,5,260,0,1,0,0,0,1,none
53.95,47552,443.0,15,5630,0,1,1,0,0,1,none
0.0,52562,53.0,5,600,0,0,0,0,0,0,none
0.0,56810,3900.0,5,200,0,0,0,0,1,0,none
0.03,43177,2967.0,115,6670,0,0,0,0,0,0,none
0.0,49526,443.0,5,700,0,1,1,0,0,0,none
0.0,7547,25521.0,5,220,0,1,0,0,1,0,none
0.0,48321,53.0,5,425,0,0,0,0,0,0,none
0.0,53,23752.0,2,214,0,0,0,0,0,0,none
0.05,443,65271.0,15,2995,0,1,1,0,0,0,none
0.0,443,21253.0,1,46,0,0,0,0,0,0,none
0.0,56607,4000.0,5,200,0,0,0,0,1,0,none
0.0,7547,43423.0,5,220,0,1,0,0,1,0,none
0.33,3389,6653.0,15,6455,0,1,1,0,0,0,none
0.99,50275,443.0,12,1914,0,1,1,0,1,0,none
3.04,443,62146.0,10,440,0,1,0,0,1,0,none
0.0,53933,443.0,5,200,0,1,0,0,0,0,none
0.0,16191,7547.0,5,200,0,0,0,0,1,0,none
0.0,11491,53.0,1,71,0,0,0,0,0,0,none
0.0,6881,6881.0,5,760,0,0,0,0,0,0,none
0.0,53896,520.0,5,140,0,0,0,0,0,0,none
0.18,80,58244.0,10,12815,0,1,1,0,0,0,none
10.11,443,50160.0,20,6925,0,1,1,0,0,1,none
0.28,443,57555.0,15,1705,0,0,0,0,0,0,none
0.0,443,48283.0,2,350,0,1,1,0,0,1,none
5.73,443,49932.0,12,2384,0,1,1,0,1,0,none
56.64,0,0.0,70,34280,0,0,0,0,0,0,none
0.0,52662,1322.0,5,260,0,0,0,0,1,0,none
0.0,1350,53.0,1,83,0,0,0,0,0,0,none
0.09,443,51244.0,20,30000,0,1,0,0,0,0,none
8.94,45220,443.0,30,28415,0,1,1,0,1,0,none
0.0,80,28788.0,1,46,0,0,0,0,0,0,none
0.0,137,137.0,1,92,0,0,0,0,0,0,none
0.0,26556,443.0,10,2795,0,1,1,0,0,0,none
0.0,45760,853.0,1,60,0,0,0,0,0,0,none
0.0,47348,36133.0,5,200,0,0,0,0,1,0,none
120.05,2664,27111.0,195,12605,0,1,1,0,1,0,none
16.0,22,44744.0,10,440,0,1,0,0,1,0,none
0.0,35226,80.0,5,260,0,1,0,0,0,0,none
33.89,443,51078.0,15,780,0,1,0,0,0,1,none
0.0,28604,53.0,1,68,0,0,0,0,0,0,none
1.75,443,53269.0,66,61146,0,1,1,0,1,0,none
2.49,38645,443.0,15,780,0,1,0,0,0,1,none
0.11,49868,443.0,25,2065,0,1,1,0,0,0,none
0.0,60488,443.0,10,400,0,1,0,0,0,0,none
0.0,56736,3310.0,5,200,0,0,0,0,1,0,none
0.0,0,0.0,5,180,0,0,0,0,0,0,none
0.0,42802,443.0,5,205,0,1,0,0,0,0,none
0.0,443,28473.0,5,220,0,1,0,0,1,0,none
0.0,48541,53.0,2,120,0,0,0,0,1,0,none
0.0,47722,53.0,1,87,0,0,0,0,0,0,none
0.0,445,55030.0,1,70,0,1,1,0,0,0,none
0.0,47597,443.0,5,6890,0,0,0,0,0,0,none
0.1,443,49262.0,10,4474,0,1,1,0,1,0,none
0.0,443,41005.0,5,200,0,0,0,1,0,0,none
0.0,52450,24690.0,5,260,0,0,0,0,1,0,none
0.98,6201,443.0,15,780,0,1,0,1,0,0,none
0.0,52161,53.0,5,320,0,0,0,0,0,0,none
1.0,443,54881.0,10,775,0,1,1,0,0,0,none
0.0,31731,23.0,2,80,0,0,0,0,1,0,none
0.0,47248,4598.0,5,200,0,0,0,0,1,0,none
32.67,52392,443.0,80,59460,0,0,0,0,0,0,none
0.06,58482,80.0,235,12620,0,1,1,0,1,0,none
0.2,443,57600.0,15,1325,0,1,1,1,1,0,none
0.0,443,33114.0,5,220,0,1,0,0,1,0,none
0.0,64218,80.0,5,260,0,1,0,0,0,0,none
0.0,443,22529.0,5,220,0,1,0,0,1,0,none
0.0,80,51768.0,6,9000,0,1,0,0,0,0,none
0.0,445,35267.0,1,108,0,1,1,0,0,0,none
23.0,56591,80.0,6,320,0,0,0,1,1,0,none
0.41,443,50856.0,20,6018,0,1,1,0,1,1,none
0.0,47248,4239.0,5,200,0,0,0,0,1,0,none
0.0,80,45073.0,5,260,0,1,0,0,0,1,none
0.004,41777,445.0,2,174,0,1,1,0,0,0,none
0.15,443,60341.0,10,460,0,1,0,0,1,0,none
0.0,80,63374.0,5,7350,0,1,0,0,0,0,none
21.66,53046,443.0,30,8260,0,1,1,0,0,0,none
0.0,443,18526.0,5,220,0,1,0,0,1,0,none
0.6,60773,443.0,12,1102,0,1,1,0,1,0,none
1.3,49205,443.0,8,1082,0,1,1,0,0,0,none
0.0,54435,2480.0,5,200,0,0,0,0,1,0,none
0.0,443,5982.0,5,360,0,1,0,0,0,0,none
0.0,51589,443.0,1,46,0,0,0,0,0,0,none
0.56,49480,443.0,6,240,0,1,0,0,0,0,none
0.0,123,45696.0,5,380,0,0,0,0,0,0,none
60.56,63669,443.0,16,1306,0,1,1,0,1,1,none
0.0,52874,53.0,2,190,0,0,0,0,0,0,none
3.82,55589,22.0,10,520,0,1,0,0,0,1,none
0.0,42023,53.0,1,66,0,0,0,0,0,0,none
0.0,0,0.0,5,420,0,0,0,0,0,0,none
10.16,36062,443.0,26,7510,0,1,1,0,1,1,none
32.33,443,57266.0,12,4172,0,1,1,0,1,1,none
0.0,56667,6666.0,5,200,0,0,0,0,1,0,none
0.03,53344,443.0,10,3175,0,1,1,0,1,0,none
0.0,53896,49182.0,5,140,0,0,0,0,0,0,none
0.0,443,60349.0,5,200,0,1,0,0,0,0,none
9.47,12456,22693.0,6,288,0,0,0,0,0,0,none
0.0,443,45677.0,5,220,0,1,0,0,1,0,none
0.0,39934,443.0,5,260,0,1,0,0,0,1,none
0.0,53,52632.0,1,88,0,0,0,0,0,0,none
0.0,50148,3001.0,2,80,0,0,0,0,1,0,none
0.0,56667,9999.0,5,200,0,0,0,0,1,0,none
0.0,50873,24024.0,2,80,0,0,0,0,1,0,none
0.01,443,36558.0,10,6185,0,1,1,0,0,0,none
0.0,445,35713.0,1,108,0,1,1,0,0,0,none
0.0,53,24832.0,5,1160,0,0,0,0,0,0,none
0.08,35709,443.0,8,416,0,1,0,0,0,0,none
0.0,53,42885.0,2,126,0,0,0,0,0,0,none
0.0,137,137.0,2,184,0,0,0,0,0,0,none
20.48,443,49410.0,10,400,0,1,0,0,0,0,none
0.1,64524,80.0,10,900,0,1,1,0,0,0,none
18.03,0,0.0,4,352,0,0,0,0,0,0,none
0.0,53,57004.0,1,141,0,0,0,0,0,0,none
2.88,80,57880.0,34,48957,0,0,0,0,0,0,none
0.0,56607,4000.0,5,200,0,0,0,0,1,0,none
12.2,5060,22157.0,10,440,0,1,0,0,1,0,none
0.1,443,56945.0,176,260418,0,1,1,0,0,0,none
5.97,49840,443.0,10,1978,0,1,1,0,0,0,none
0.1,443,52743.0,4,3818,0,1,1,0,0,0,none
0.0,56607,7000.0,5,200,0,0,0,0,1,0,none
0.0,40977,37702.0,5,200,0,0,0,0,1,0,none
0.0,58609,53.0,1,116,0,0,0,0,0,0,none
1.28,443,50869.0,270,401520,0,1,1,0,0,0,none
0.0,53343,443.0,5,200,0,1,0,0,0,0,none
55.11,25793,5938.0,20,1160,0,1,1,0,0,0,none
0.0,443,59268.0,5,220,0,1,0,0,1,0,none
0.0,53896,427.0,5,140,0,0,0,0,0,0,none
0.0,56736,3320.0,5,200,0,0,0,0,1,0,none
0.448,59680,443.0,7,1559,0,0,0,0,0,0,none
0.45,443,47190.0,18,6236,0,1,1,0,1,0,none
0.0,8500,54437.0,5,200,0,1,0,1,0,0,none
60.15,443,54414.0,15,2395,0,1,1,0,1,0,none
