Duration,Source Port,Destination Port,Packets,Bytes,Urgent,Acknowledgment,Push,Reset,Synchronise,Finish,label
0.0,1132,53392.0,1,54,0,1,0,1,0,0,portScan
0.0,80,5550.0,5,220,0,1,0,0,1,0,redWorm
0.0,80,64529.0,5,220,0,1,0,0,1,0,redWorm
0.0,80,21424.0,5,220,0,1,0,0,1,0,redWorm
0.0,46824,80.0,1,54,0,1,0,0,0,0,portScan
0.0,80,18157.0,5,220,0,1,0,0,1,0,redWorm
0.0,2382,48655.0,1,54,0,1,0,1,0,0,portScan
0.0,80,44805.0,5,300,0,1,0,0,1,0,none
0.0,33508,5962.0,1,58,0,0,0,0,1,0,portScan
0.0,80,55474.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,264.0,5,200,0,0,0,0,1,0,synFlood
0.0,54437,16482.0,5,200,0,0,0,0,1,0,synFlood
0.0,41969,3389.0,5,200,0,1,0,1,0,0,none
0.0,51185,5396.0,5,200,0,0,0,0,1,0,none
0.002,80,47542.0,3,206,0,1,0,0,1,1,dos
0.0,138,138.0,1,234,0,0,0,0,0,0,portScan
31.56,80,15645.0,15,660,0,1,0,0,1,0,redWorm
0.0,54437,5984.0,5,200,0,0,0,0,1,0,synFlood
0.01,58858,10051.0,6,808,0,1,1,0,0,0,none
0.0,45100,45411.0,1,54,0,1,0,1,0,0,portScan
0.0,80,58313.0,5,220,0,1,0,0,1,0,redWorm
0.005,35083,80.0,6,545,0,1,1,0,1,1,dos
0.005,34022,80.0,6,545,0,1,1,0,1,1,dos
0.0,54437,1970.0,5,200,0,0,0,0,1,0,synFlood
0.0,9220,61477.0,1,54,0,1,0,1,0,0,portScan
0.0,3737,33535.0,1,54,0,1,0,1,0,0,portScan
0.23,49792,443.0,35,1430,0,1,1,0,0,0,none
0.0,58638,4382.0,5,200,0,0,0,0,1,0,none
0.005,51952,80.0,6,545,0,1,1,0,1,1,dos
0.0,54235,5986.0,5,200,0,0,0,0,1,0,synFlood
0.0,23068,5060.0,5,2105,0,0,0,0,0,0,none
0.0,80,60173.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,6665.0,5,200,0,0,0,0,1,0,synFlood
0.0,31,8517.0,5,200,0,0,0,0,1,0,none
0.0,53896,9060.0,5,200,0,0,0,0,1,0,synFlood
0.006,46781,3389.0,2,112,0,0,0,1,1,0,portScan
0.0,53896,994.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,8088.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,5349.0,5,200,0,0,0,0,1,0,synFlood
0.0,280,48655.0,1,54,0,1,0,1,0,0,portScan
0.0,2003,37090.0,1,54,0,1,0,1,0,0,portScan
0.0,80,33898.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,1214.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,749.0,5,200,0,0,0,0,1,0,synFlood
0.003,80,49065.0,4,272,0,1,0,0,1,1,dos
0.0,46755,9415.0,1,58,0,0,0,0,1,0,portScan
0.0,54235,8172.0,5,200,0,0,0,0,1,0,synFlood
0.01,54235,5480.0,155,6200,0,0,0,0,1,0,synFlood
0.0,53896,9092.0,5,200,0,0,0,0,1,0,synFlood
0.0,60387,2701.0,1,58,0,0,0,0,1,0,portScan
0.0,59251,2046.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,6771.0,5,200,0,0,0,0,1,0,synFlood
0.003,56808,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,50004.0,5,220,0,1,0,0,1,0,redWorm
0.0,47082,4900.0,1,58,0,0,0,0,1,0,portScan
0.0,5060,62533.0,5,220,0,1,0,0,1,0,none
0.0,54235,1645.0,5,200,0,0,0,0,1,0,synFlood
1.56,443,62788.0,24,1852,0,1,1,0,1,1,none
24.64,80,61820.0,10,440,0,1,0,0,1,0,redWorm
0.0,54437,3283.0,5,200,0,0,0,0,1,0,synFlood
0.006,45741,80.0,5,479,0,1,1,0,1,1,dos
0.005,42355,80.0,6,545,0,1,1,0,1,1,dos
0.0,36919,8651.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,1701.0,5,200,0,0,0,0,1,0,synFlood
31.56,80,2866.0,10,440,0,1,0,0,1,0,redWorm
62.38,443,13291.0,645,145830,0,1,1,0,0,0,none
0.005,50947,80.0,5,479,0,1,1,0,1,1,dos
0.0,53896,2638.0,5,200,0,0,0,0,1,0,synFlood
0.0,54437,1701.0,5,200,0,0,0,0,1,0,synFlood
0.0,33535,6669.0,1,58,0,0,0,0,1,0,portScan
0.0,61517,587.0,1,58,0,0,0,0,1,0,portScan
24.0,80,56186.0,10,440,0,1,0,0,1,0,redWorm
0.0,45411,51493.0,1,58,0,0,0,0,1,0,portScan
0.0,53,22541.0,5,1205,0,0,0,0,0,0,none
0.0,80,40646.0,5,220,0,1,0,0,1,0,redWorm
0.003,80,40550.0,4,272,0,1,0,0,1,1,dos
0.0,53896,9332.0,5,200,0,0,0,0,1,0,synFlood
0.768,61858,80.0,9,378,0,0,0,0,0,0,none
0.0,256,40166.0,1,54,0,1,0,1,0,0,portScan
0.002,39098,80.0,5,479,0,1,1,0,1,1,dos
0.0,53896,49154.0,5,140,0,0,0,0,0,0,none
0.0,54235,6653.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,39304.0,5,220,0,1,0,0,1,0,redWorm
0.0,36919,1998.0,1,58,0,0,0,0,1,0,portScan
61.92,443,45930.0,5,260,0,1,1,0,0,0,none
0.0,38177,2135.0,1,58,0,0,0,0,1,0,portScan
36.21,80,49870.0,15,660,0,1,0,0,1,0,redWorm
0.0,80,27802.0,5,220,0,1,0,0,1,0,redWorm
0.0,50150,1187.0,1,58,0,0,0,0,1,0,portScan
0.001,80,36469.0,3,206,0,1,0,0,1,1,dos
0.002,80,37741.0,3,206,0,1,0,0,1,1,dos
0.0,61529,587.0,1,58,0,0,0,0,1,0,portScan
0.01,54235,2223.0,125,5000,0,0,0,0,1,0,synFlood
0.58,3389,61737.0,15,8385,0,1,1,0,0,0,none
3.07,80,35915.0,10,440,0,1,0,0,1,0,redWorm
0.0,53896,7990.0,5,200,0,0,0,0,1,0,synFlood
0.0,33535,254.0,1,58,0,0,0,0,1,0,portScan
0.0,443,33827.0,5,220,0,1,0,0,1,0,none
0.0,53896,6380.0,5,200,0,0,0,0,1,0,synFlood
0.009,46227,80.0,5,479,0,1,1,0,1,1,dos
0.0,53896,5984.0,5,200,0,0,0,0,1,0,synFlood
0.003,80,60397.0,3,206,0,1,0,0,1,1,dos
0.0,47082,3367.0,1,58,0,0,0,0,1,0,portScan
2.0,80,12899.0,10,440,0,1,0,0,1,0,redWorm
0.0,53896,6665.0,5,200,0,0,0,0,1,0,synFlood
0.003,46330,445.0,2,174,0,1,1,0,0,0,none
0.0,53896,1023.0,5,140,0,0,0,0,0,0,none
0.0,53896,1512.0,5,200,0,0,0,0,1,0,synFlood
0.0,56810,3900.0,5,200,0,0,0,0,1,0,none
0.002,80,51025.0,3,206,0,1,0,0,1,1,dos
0.0,80,36966.0,5,220,0,1,0,0,1,0,redWorm
0.003,80,47125.0,4,272,0,1,0,0,1,1,dos
0.0,49209,1044.0,1,58,0,0,0,0,1,0,portScan
0.0,38148,1090.0,1,58,0,0,0,0,1,0,portScan
31.93,80,3468.0,10,440,0,1,0,0,1,0,redWorm
0.004,80,37608.0,3,206,0,1,0,0,1,1,dos
195.95,50308,443.0,25,5520,0,1,1,0,0,0,none
0.003,48653,80.0,6,545,0,1,1,0,1,1,dos
15.53,80,33288.0,20,880,0,1,0,0,1,0,redWorm
60.75,0,0.0,6,8568,0,0,0,0,0,0,none
0.0,80,31474.0,5,220,0,1,0,0,1,0,redWorm
0.0,33508,3703.0,1,58,0,0,0,0,1,0,portScan
0.007,43127,80.0,5,479,0,1,1,0,1,1,dos
0.0,1164,48655.0,1,54,0,1,0,1,0,0,portScan
0.0,80,53940.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,3799.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,56231.0,5,200,0,1,0,0,1,0,redWorm
0.3,5166,15169.0,10,1865,0,1,1,0,0,0,none
0.0,443,58566.0,2,144,0,1,0,0,0,0,none
0.0,53896,7307.0,5,200,0,0,0,0,1,0,synFlood
0.0,1066,50150.0,1,54,0,1,0,1,0,0,portScan
0.0,49209,631.0,1,58,0,0,0,0,1,0,portScan
0.0,6668,60387.0,1,54,0,1,0,1,0,0,portScan
6.0,80,12296.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,8187.0,5,220,0,1,0,0,1,0,redWorm
0.003,80,47777.0,3,206,0,1,0,0,1,1,dos
0.0,80,26404.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,1434.0,5,200,0,0,0,0,1,0,synFlood
0.003,56911,80.0,6,545,0,1,1,0,1,1,dos
30.72,80,13339.0,15,660,0,1,0,0,1,0,redWorm
0.003,80,43544.0,3,206,0,1,0,0,1,1,dos
0.0,80,59228.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,5984.0,5,200,0,0,0,0,1,0,synFlood
0.0,36972,5822.0,1,58,0,0,0,0,1,0,portScan
0.0,54235,1720.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,52294.0,5,220,0,1,0,0,1,0,redWorm
0.0,80,48241.0,5,220,0,1,0,0,1,0,redWorm
0.0,47083,51103.0,1,58,0,0,0,0,1,0,portScan
0.0,9111,50150.0,1,54,0,1,0,1,0,0,portScan
0.0,53896,9306.0,5,200,0,0,0,0,1,0,synFlood
0.0,36919,9110.0,1,58,0,0,0,0,1,0,portScan
0.0,54235,847.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,64582.0,5,220,0,1,0,0,1,0,redWorm
0.002,80,48045.0,3,206,0,1,0,0,1,1,dos
7.1,80,47654.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,51741.0,5,220,0,1,0,0,1,0,redWorm
0.0,53,53480.0,1,54,0,1,0,1,0,0,portScan
0.0,53896,1533.0,5,200,0,0,0,0,1,0,synFlood
0.0,53137,53246.0,2,80,0,0,0,0,1,0,none
0.0,80,32559.0,5,220,0,1,0,0,1,0,redWorm
28.2,80,60063.0,15,660,0,1,0,0,1,0,redWorm
0.0,60388,2035.0,1,58,0,0,0,0,1,0,portScan
0.0,801,47081.0,1,54,0,1,0,1,0,0,portScan
0.0,59245,10362.0,2,120,0,0,0,0,1,0,none
2.0,80,42271.0,10,440,0,1,0,0,1,0,redWorm
0.0,54235,2484.0,5,200,0,0,0,0,1,0,synFlood
0.0,1053,33168.0,1,54,0,1,0,1,0,0,portScan
0.0,47248,5438.0,5,200,0,0,0,0,1,0,none
28.0,5060,43044.0,10,440,0,1,0,0,1,0,none
0.0,53392,3404.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,7474.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,2480.0,5,200,0,0,0,0,1,0,synFlood
0.0,2725,36919.0,1,54,0,1,0,1,0,0,portScan
0.0,33535,800.0,1,58,0,0,0,0,1,0,portScan
0.005,60762,80.0,5,479,0,1,1,0,1,1,dos
0.003,33975,80.0,5,479,0,1,1,0,1,1,dos
0.832,53,53.0,2,170,0,0,0,0,0,0,none
0.005,41550,80.0,6,545,0,1,1,0,1,1,dos
31.35,80,9047.0,10,440,0,1,0,0,1,0,redWorm
24.7,80,55099.0,10,440,0,1,0,0,1,0,redWorm
0.0,53896,2377.0,5,200,0,0,0,0,1,0,synFlood
0.0,48884,443.0,5,1420,0,1,1,0,0,0,none
0.004,80,51409.0,4,272,0,1,0,0,1,1,dos
0.05,443,47258.0,4,188,0,0,0,0,0,0,none
45.35,80,58093.0,15,660,0,1,0,0,1,0,redWorm
0.004,33278,445.0,2,174,0,1,1,0,0,0,none
12.0,80,60655.0,15,660,0,1,0,0,1,0,redWorm
0.0,2401,48655.0,1,54,0,1,0,1,0,0,portScan
0.0,53,49812.0,5,2680,0,0,0,0,0,0,none
0.0,5001,50151.0,1,54,0,1,0,1,0,0,portScan
0.0,80,19168.0,5,220,0,1,0,0,1,0,redWorm
0.003,44567,80.0,5,479,0,1,1,0,1,1,dos
30.91,80,23655.0,20,880,0,1,0,0,1,0,redWorm
0.003,80,35804.0,3,206,0,1,0,0,1,1,dos
0.06,443,51173.0,10,7385,0,1,1,0,0,0,none
0.0,51711,53.0,2,210,0,0,0,0,0,0,none
0.0,445,47653.0,1,108,0,1,1,0,0,0,none
0.0,54235,5984.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,63803.0,5,220,0,1,0,0,1,0,redWorm
0.064,55886,443.0,2,92,0,0,0,0,0,0,none
0.0,54437,1311.0,5,200,0,0,0,0,1,0,synFlood
36.01,80,48721.0,10,440,0,1,0,0,1,0,redWorm
0.003,80,35524.0,3,206,0,1,0,0,1,1,dos
1.55,80,37706.0,10,440,0,1,0,0,1,0,redWorm
0.0,443,62592.0,10,1095,0,1,1,0,0,0,none
0.0,54437,829.0,5,200,0,0,0,0,1,0,synFlood
0.0,56882,8621.0,5,715,0,0,0,0,0,0,none
0.2,443,43678.0,18,7966,0,1,1,0,0,0,none
0.0,80,11307.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,5037.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,47040.0,5,220,0,1,0,0,1,0,redWorm
0.0,36970,8652.0,1,58,0,0,0,0,1,0,portScan
0.0,443,50225.0,5,260,0,1,0,0,0,0,none
0.0,80,47556.0,5,300,0,1,0,0,1,0,none
0.0,53896,8222.0,5,200,0,0,0,0,1,0,synFlood
0.0,32402,53.0,5,450,0,0,0,0,0,0,none
0.004,55680,80.0,5,479,0,1,1,0,1,1,dos
59.2,443,59109.0,40,4145,0,0,0,0,0,0,none
0.0,80,19021.0,5,220,0,1,0,0,1,0,redWorm
0.005,56050,80.0,5,479,0,1,1,0,1,1,dos
0.0,53,16988.0,1,115,0,0,0,0,0,0,none
0.0,53392,2920.0,1,58,0,0,0,0,1,0,portScan
28.0,80,35592.0,10,440,0,1,0,0,1,0,redWorm
0.0,45123,80.0,5,587,0,0,0,0,0,0,none
0.0,2100,48655.0,1,54,0,1,0,1,0,0,portScan
28.6,80,12796.0,15,660,0,1,0,0,1,0,redWorm
28.35,80,31429.0,10,440,0,1,0,0,1,0,redWorm
0.003,49069,80.0,5,479,0,1,1,0,1,1,dos
0.004,47281,80.0,5,479,0,1,1,0,1,1,dos
0.0,23,1637.0,5,220,0,1,0,0,1,0,none
0.0,38177,3690.0,1,58,0,0,0,0,1,0,portScan
0.0,53,52632.0,1,88,0,0,0,0,0,0,none
0.004,80,35182.0,3,206,0,1,0,0,1,1,dos
0.0,38178,49.0,1,58,0,0,0,0,1,0,portScan
30.78,80,20575.0,10,440,0,1,0,0,1,0,redWorm
0.0,54235,8443.0,5,200,0,0,0,0,1,0,synFlood
0.0,54437,625.0,5,200,0,0,0,0,1,0,synFlood
0.004,32961,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,3832.0,5,220,0,1,0,0,1,0,redWorm
0.0,37090,2035.0,1,58,0,0,0,0,1,0,portScan
4.23,80,27065.0,10,440,0,1,0,0,1,0,redWorm
0.0,12345,59251.0,1,54,0,1,0,1,0,0,portScan
0.0,80,43298.0,5,220,0,1,0,0,1,0,redWorm
0.0,445,47136.0,1,58,0,1,0,0,1,0,portScan
0.0,40166,6788.0,1,58,0,0,0,0,1,0,portScan
0.0,123,26486.0,5,380,0,0,0,0,0,0,none
0.0,6779,36970.0,1,54,0,1,0,1,0,0,portScan
0.04,443,54168.0,6,2672,0,1,1,0,0,0,none
0.005,43708,80.0,6,545,0,1,1,0,1,1,dos
0.0,36972,2105.0,1,58,0,0,0,0,1,0,portScan
0.0,80,3554.0,5,220,0,1,0,0,1,0,redWorm
0.0,33535,27353.0,1,58,0,0,0,0,1,0,portScan
0.0,80,34358.0,5,220,0,1,0,0,1,0,redWorm
2.0,80,63465.0,10,440,0,1,0,0,1,0,redWorm
0.001,45980,80.0,5,479,0,1,1,0,1,1,dos
8.19,80,60185.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,63558.0,5,220,0,1,0,0,1,0,redWorm
0.23,443,61854.0,25,5400,0,1,1,0,0,1,none
0.0,80,27063.0,5,220,0,1,0,0,1,0,redWorm
0.0,33536,7627.0,1,58,0,0,0,0,1,0,portScan
0.0,80,26522.0,5,220,0,1,0,0,1,0,redWorm
0.003,33747,80.0,6,545,0,1,1,0,1,1,dos
0.0,44302,443.0,5,260,0,1,0,0,0,0,none
0.003,80,50465.0,3,206,0,1,0,0,1,1,dos
0.0,25,23715.0,5,200,0,1,0,1,0,0,none
0.0,80,55590.0,5,220,0,1,0,0,1,0,redWorm
0.005,58389,80.0,5,479,0,1,1,0,1,1,dos
6.0,80,24043.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,31760.0,5,220,0,1,0,0,1,0,redWorm
0.004,80,49422.0,4,272,0,1,0,0,1,1,dos
4.608,7577,3389.0,15,2083,0,0,0,0,0,0,none
0.0,50148,9601.0,2,80,0,0,0,0,1,0,none
0.0,6666,50150.0,1,54,0,1,0,1,0,0,portScan
0.0,54235,994.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,2159.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,50050.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,64413.0,5,220,0,1,0,0,1,0,redWorm
0.002,80,39357.0,3,206,0,1,0,0,1,1,dos
0.0,80,57814.0,5,220,0,1,0,0,1,0,redWorm
0.0,47081,55555.0,1,58,0,0,0,0,1,0,portScan
0.0,7547,1613.0,5,220,0,1,0,0,1,0,none
0.002,80,52955.0,3,206,0,1,0,0,1,1,dos
0.0,33509,1500.0,1,58,0,0,0,0,1,0,portScan
30.72,80,54417.0,15,660,0,1,0,0,1,0,redWorm
0.004,45525,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,34007.0,5,220,0,1,0,0,1,0,redWorm
28.0,80,13247.0,10,440,0,1,0,0,1,0,redWorm
0.0,47080,1080.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,691.0,5,200,0,0,0,0,1,0,synFlood
0.0,56810,3400.0,5,200,0,0,0,0,1,0,none
0.0,80,33058.0,5,220,0,1,0,0,1,0,redWorm
0.006,46711,80.0,6,545,0,1,1,0,1,1,dos
2.0,80,30550.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,21260.0,5,220,0,1,0,0,1,0,redWorm
0.006,80,49412.0,3,206,0,1,0,0,1,1,dos
0.0,54235,1433.0,5,200,0,0,0,0,1,0,synFlood
0.0,56667,44444.0,5,200,0,0,0,0,1,0,none
14.21,443,43904.0,25,6905,0,1,1,0,1,0,none
0.0,56810,3400.0,5,200,0,0,0,0,1,0,none
0.0,80,64785.0,5,220,0,1,0,0,1,0,redWorm
0.0,45350,11920.0,5,200,0,0,0,0,1,0,none
0.001,39870,80.0,5,479,0,1,1,0,1,1,dos
0.004,35211,80.0,6,545,0,1,1,0,1,1,dos
0.005,43202,80.0,6,545,0,1,1,0,1,1,dos
0.005,80,51636.0,3,206,0,1,0,0,1,1,dos
0.0,38149,256.0,1,58,0,0,0,0,1,0,portScan
0.006,60974,80.0,6,545,0,1,1,0,1,1,dos
0.004,80,51885.0,3,206,0,1,0,0,1,1,dos
0.0,53896,666.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,36126.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,2159.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,2827.0,5,200,0,0,0,0,1,0,synFlood
0.0,55678,1433.0,5,200,0,1,0,1,0,0,none
0.0,53896,631.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,8500.0,5,200,0,0,0,0,1,0,synFlood
0.005,54520,80.0,6,545,0,1,1,0,1,1,dos
0.003,80,35097.0,3,206,0,1,0,0,1,1,dos
0.0,56810,3700.0,5,200,0,0,0,0,1,0,none
0.0,61477,801.0,1,58,0,0,0,0,1,0,portScan
0.0,33535,3325.0,1,58,0,0,0,0,1,0,portScan
0.004,80,58825.0,4,272,0,1,0,0,1,1,dos
0.0,48655,524.0,1,58,0,0,0,0,1,0,portScan
0.003,48830,80.0,6,545,0,1,1,0,1,1,dos
0.005,80,46041.0,4,272,0,1,0,0,1,1,dos
0.0,7000,33170.0,1,54,0,1,0,1,0,0,portScan
0.004,80,40135.0,3,206,0,1,0,0,1,1,dos
0.001,80,32867.0,3,206,0,1,0,0,1,1,dos
0.0,50151,80.0,1,58,0,0,0,0,1,0,portScan
0.003,80,51725.0,3,206,0,1,0,0,1,1,dos
0.0,443,54718.0,4,5204,0,1,1,0,0,0,none
0.001,80,45078.0,3,206,0,1,0,0,1,1,dos
0.0,54437,2294.0,5,200,0,0,0,0,1,0,synFlood
0.0,33535,6.0,1,58,0,0,0,0,1,0,portScan
0.003,80,38783.0,3,206,0,1,0,0,1,1,dos
0.0,54437,829.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,6926.0,5,220,0,1,0,0,1,0,redWorm
0.003,80,43810.0,3,206,0,1,0,0,1,1,dos
0.0,38178,55555.0,1,58,0,0,0,0,1,0,portScan
0.0,37892,443.0,1,58,0,0,0,0,1,0,portScan
0.0,80,41202.0,5,220,0,1,0,0,1,0,redWorm
0.0,3306,36970.0,1,54,0,1,0,1,0,0,portScan
0.0,80,55254.0,5,220,0,1,0,0,1,0,redWorm
0.006,54112,80.0,6,545,0,1,1,0,1,1,dos
0.0,37135,135.0,1,58,0,0,0,0,1,0,portScan
0.01,54235,4664.0,110,4400,0,0,0,0,1,0,synFlood
12.35,443,1416.0,10,440,0,1,0,0,1,0,none
30.0,80,24746.0,10,440,0,1,0,0,1,0,redWorm
0.0,54235,500.0,5,200,0,0,0,0,1,0,synFlood
0.0,5911,51357.0,1,54,0,1,0,1,0,0,portScan
0.0,5060,46176.0,5,220,0,1,0,0,1,0,none
0.0,80,15223.0,5,220,0,1,0,0,1,0,redWorm
0.0,80,21482.0,5,220,0,1,0,0,1,0,redWorm
0.0,80,13816.0,5,220,0,1,0,0,1,0,redWorm
0.007,48920,80.0,6,545,0,1,1,0,1,1,dos
0.0,36919,1099.0,1,58,0,0,0,0,1,0,portScan
4.44,22,38770.0,15,3320,0,1,1,0,0,0,none
0.0,443,51733.0,2,80,0,1,0,0,0,1,none
0.053,46606,80.0,6,545,0,1,1,0,1,1,dos
0.0,54437,647.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,60841.0,5,220,0,1,0,0,1,0,redWorm
0.004,49244,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,37205.0,5,220,0,1,0,0,1,0,redWorm
0.18,443,64206.0,45,66185,0,1,1,0,0,0,none
5.4,80,53457.0,10,440,0,1,0,0,1,0,redWorm
0.0,54235,2427.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,5004.0,5,200,0,0,0,0,1,0,synFlood
16.0,80,11566.0,10,440,0,1,0,0,1,0,redWorm
0.0,54235,554.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,43424.0,5,220,0,1,0,0,1,0,redWorm
