Duration,Source Port,Destination Port,Packets,Bytes,Urgent,Acknowledgment,Push,Reset,Synchronise,Finish,label
7.0,80,47942.0,10,440,0,1,0,0,1,0,redWorm
0.002,80,56008.0,3,206,0,1,0,0,1,1,dos
0.0,1556,50150.0,1,54,0,1,0,1,0,0,portScan
0.014,39711,80.0,6,545,0,1,1,0,1,1,dos
0.0,0,8.0,1,42,0,0,0,0,0,0,portScan
0.0,445,47759.0,1,108,0,1,1,0,0,0,none
0.0,80,34534.0,5,220,0,1,0,0,1,0,redWorm
55.11,25793,5938.0,20,1160,0,1,1,0,0,0,none
0.0,1334,41422.0,1,54,0,1,0,1,0,0,portScan
0.0,38177,3268.0,1,58,0,0,0,0,1,0,portScan
0.0,53,36688.0,1,126,0,0,0,0,0,0,none
0.003,80,55874.0,3,206,0,1,0,0,1,1,dos
0.0,60388,1035.0,1,58,0,0,0,0,1,0,portScan
0.0,54235,6000.0,5,200,0,0,0,0,1,0,synFlood
0.0,37090,1309.0,1,58,0,0,0,0,1,0,portScan
30.0,80,51521.0,10,440,0,1,0,0,1,0,redWorm
3.59,61072,443.0,345,22780,0,1,1,0,0,0,none
0.0,53896,3128.0,5,200,0,0,0,0,1,0,synFlood
0.0,47081,1053.0,1,58,0,0,0,0,1,0,portScan
0.014,80,52497.0,4,272,0,1,0,0,1,1,dos
12.0,80,30435.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,64260.0,5,220,0,1,0,0,1,0,redWorm
0.0,5060,17586.0,5,220,0,1,0,0,1,0,none
0.001,80,40818.0,4,272,0,1,0,0,1,1,dos
0.0,53896,2225.0,5,200,0,0,0,0,1,0,synFlood
0.005,80,40613.0,3,206,0,1,0,0,1,1,dos
0.005,59785,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,36970.0,1,54,0,1,0,1,0,0,portScan
8.45,80,63860.0,10,440,0,1,0,0,1,0,redWorm
0.0,54235,1701.0,5,200,0,0,0,0,1,0,synFlood
0.002,57918,80.0,5,479,0,1,1,0,1,1,dos
0.0,0,8.0,1,42,0,0,0,0,0,0,portScan
0.004,33662,80.0,5,479,0,1,1,0,1,1,dos
0.0,50151,2222.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,2294.0,5,200,0,0,0,0,1,0,synFlood
0.002,49689,80.0,5,479,0,1,1,0,1,1,dos
0.07,80,35502.0,10,15000,0,1,0,0,0,0,none
0.003,50363,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,1262.0,5,220,0,1,0,0,1,0,redWorm
0.0,56810,5500.0,5,200,0,0,0,0,1,0,none
0.0,53896,636.0,5,200,0,0,0,0,1,0,synFlood
0.007,59701,80.0,6,545,0,1,1,0,1,1,dos
0.002,80,33185.0,4,272,0,1,0,0,1,1,dos
0.003,52949,80.0,5,479,0,1,1,0,1,1,dos
0.0,36919,6009.0,1,58,0,0,0,0,1,0,portScan
0.0,89,36971.0,1,54,0,1,0,1,0,0,portScan
0.003,37138,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,51914.0,5,220,0,1,0,0,1,0,redWorm
16.0,80,25264.0,10,440,0,1,0,0,1,0,redWorm
12.0,22,31007.0,15,660,0,1,0,0,1,0,none
0.0,53896,3535.0,5,200,0,0,0,0,1,0,synFlood
0.0,51124,443.0,5,205,0,1,0,0,0,0,none
0.0,54235,1604.0,5,200,0,0,0,0,1,0,synFlood
0.003,80,53730.0,3,206,0,1,0,0,1,1,dos
28.01,80,35416.0,15,660,0,1,0,0,1,0,redWorm
0.0,53,46099.0,2,250,0,0,0,0,0,0,none
0.003,52063,80.0,6,545,0,1,1,0,1,1,dos
0.0,80,56534.0,3,206,0,1,0,0,1,1,dos
0.002,80,45918.0,3,206,0,1,0,0,1,1,dos
0.0,8402,58175.0,1,54,0,1,0,1,0,0,portScan
0.0,50636,49209.0,1,54,0,1,0,1,0,0,portScan
0.0,443,22529.0,5,220,0,1,0,0,1,0,none
0.0,80,50286.0,5,220,0,1,0,0,1,0,redWorm
0.005,80,53956.0,4,272,0,1,0,0,1,1,dos
19.2,7547,38414.0,10,440,0,1,0,0,1,0,none
0.0,53896,10024.0,5,200,0,0,0,0,1,0,synFlood
0.0,50151,1594.0,1,58,0,0,0,0,1,0,portScan
0.0,80,51768.0,6,9000,0,1,0,0,0,0,none
0.0,53896,6653.0,5,200,0,0,0,0,1,0,synFlood
0.0,61477,1213.0,1,58,0,0,0,0,1,0,portScan
0.0,17512,5683.0,5,245,0,0,0,0,0,0,none
0.003,43160,80.0,5,479,0,1,1,0,1,1,dos
0.005,80,46886.0,3,206,0,1,0,0,1,1,dos
16.36,443,64137.0,22,5932,0,1,1,0,0,1,none
0.005,45936,80.0,5,479,0,1,1,0,1,1,dos
0.0,54235,8091.0,5,200,0,0,0,0,1,0,synFlood
0.0,61477,82.0,1,58,0,0,0,0,1,0,portScan
0.0,443,25595.0,5,220,0,1,0,0,1,0,none
0.006,60183,80.0,5,479,0,1,1,0,1,1,dos
0.0,54235,3268.0,5,200,0,0,0,0,1,0,synFlood
0.0,9898,48655.0,1,54,0,1,0,1,0,0,portScan
0.0,56810,1100.0,5,200,0,0,0,0,1,0,none
0.0,23083,53.0,1,69,0,0,0,0,0,0,none
28.48,80,48922.0,15,660,0,1,0,0,1,0,redWorm
0.005,80,51346.0,4,272,0,1,0,0,1,1,dos
0.004,38500,80.0,5,479,0,1,1,0,1,1,dos
0.0,54437,5432.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,2936.0,5,220,0,1,0,0,1,0,redWorm
8.0,80,53215.0,10,440,0,1,0,0,1,0,redWorm
0.004,37133,80.0,5,479,0,1,1,0,1,1,dos
0.005,50805,80.0,5,479,0,1,1,0,1,1,dos
0.004,60696,80.0,5,479,0,1,1,0,1,1,dos
0.0,4899,33535.0,1,54,0,1,0,1,0,0,portScan
0.0,33535,1296.0,1,58,0,0,0,0,1,0,portScan
0.0,1037,59251.0,1,54,0,1,0,1,0,0,portScan
0.002,80,35641.0,3,206,0,1,0,0,1,1,dos
0.0,53896,3269.0,5,200,0,0,0,0,1,0,synFlood
0.06,50784,443.0,15,1065,0,1,1,0,0,0,none
0.0,54235,389.0,5,200,0,0,0,0,1,0,synFlood
0.005,51025,80.0,5,479,0,1,1,0,1,1,dos
0.0,48655,5440.0,1,58,0,0,0,0,1,0,portScan
0.005,52663,80.0,5,479,0,1,1,0,1,1,dos
0.0,53,59898.0,5,1005,0,0,0,0,0,0,none
0.0,138,138.0,2,514,0,0,0,0,0,0,none
0.0,80,33967.0,3,206,0,1,0,0,1,1,dos
0.0,12865,53.0,1,67,0,0,0,0,0,0,none
0.002,80,42551.0,3,206,0,1,0,0,1,1,dos
0.0,53,8089.0,1,130,0,0,0,0,0,0,none
0.0,54235,8332.0,5,200,0,0,0,0,1,0,synFlood
0.0,61477,44443.0,1,58,0,0,0,0,1,0,portScan
0.0,33168,11967.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,2484.0,5,200,0,0,0,0,1,0,synFlood
0.003,50062,80.0,5,479,0,1,1,0,1,1,dos
0.003,80,52008.0,3,206,0,1,0,0,1,1,dos
0.0,53896,2541.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,54533.0,5,220,0,1,0,0,1,0,redWorm
0.004,80,47676.0,3,206,0,1,0,0,1,1,dos
0.005,47542,80.0,5,479,0,1,1,0,1,1,dos
16.0,80,9246.0,10,440,0,1,0,0,1,0,redWorm
0.0,54437,21.0,5,200,0,0,0,0,1,0,synFlood
0.0,22,53198.0,5,220,0,1,0,0,1,0,none
3.0,80,34659.0,15,660,0,1,0,0,1,0,redWorm
0.0,80,28698.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,993.0,5,200,0,0,0,0,1,0,synFlood
0.0,48321,53.0,5,425,0,0,0,0,0,0,none
0.005,59712,80.0,6,545,0,1,1,0,1,1,dos
0.0,54437,170.0,5,200,0,0,0,0,1,0,synFlood
0.0,25,30499.0,5,220,0,1,0,0,1,0,none
0.0,54235,1970.0,5,200,0,0,0,0,1,0,synFlood
0.0,49163,51357.0,1,54,0,1,0,1,0,0,portScan
0.0,53896,389.0,5,200,0,0,0,0,1,0,synFlood
0.0,20005,38177.0,1,54,0,1,0,1,0,0,portScan
0.004,44414,80.0,5,479,0,1,1,0,1,1,dos
0.003,56286,80.0,5,479,0,1,1,0,1,1,dos
0.0,54235,8091.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,137.0,5,200,0,0,0,0,1,0,synFlood
0.0,8080,5189.0,5,220,0,1,0,0,1,0,none
0.005,80,45530.0,4,272,0,1,0,0,1,1,dos
0.04,443,43420.0,6,328,0,1,0,0,1,1,none
0.004,37709,80.0,5,479,0,1,1,0,1,1,dos
0.004,55969,80.0,5,479,0,1,1,0,1,1,dos
21.33,80,29651.0,10,440,0,1,0,0,1,0,redWorm
56.02,55325,443.0,20,1040,0,1,0,0,0,0,none
0.005,80,36699.0,4,272,0,1,0,0,1,1,dos
0.0,631,36919.0,1,54,0,1,0,1,0,0,portScan
0.0,53896,8092.0,5,200,0,0,0,0,1,0,synFlood
0.004,34676,80.0,5,479,0,1,1,0,1,1,dos
0.0,80,63405.0,5,220,0,1,0,0,1,0,redWorm
0.006,53828,80.0,6,545,0,1,1,0,1,1,dos
0.0,36971,8899.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,8080.0,5,200,0,0,0,0,1,0,synFlood
0.0,53137,53701.0,2,80,0,0,0,0,1,0,none
0.0,29193,53.0,5,435,0,0,0,0,0,0,none
31.62,80,25047.0,10,440,0,1,0,0,1,0,redWorm
0.236,0,13.0,2,108,0,0,0,0,0,0,portScan
0.0,123,1274.0,1,76,0,0,0,0,0,0,none
0.003,80,37693.0,3,206,0,1,0,0,1,1,dos
0.001,80,34044.0,3,206,0,1,0,0,1,1,dos
0.0,1123,38148.0,1,54,0,1,0,1,0,0,portScan
0.0,80,16055.0,5,220,0,1,0,0,1,0,redWorm
0.0,4900,33168.0,1,54,0,1,0,1,0,0,portScan
0.0,54235,2225.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,45417.0,5,220,0,1,0,0,1,0,redWorm
0.0,54437,1080.0,5,200,0,0,0,0,1,0,synFlood
0.003,80,38575.0,3,206,0,1,0,0,1,1,dos
0.26,443,62789.0,20,15330,0,1,1,0,1,0,none
0.0,80,29516.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,2484.0,5,200,0,0,0,0,1,0,synFlood
0.0,63249,53.0,1,59,0,0,0,0,0,0,none
0.004,59160,80.0,5,479,0,1,1,0,1,1,dos
9.02,63990,28691.0,10,520,0,0,0,0,1,0,none
0.0,49,33168.0,1,54,0,1,0,1,0,0,portScan
12.41,80,56436.0,10,440,0,1,0,0,1,0,redWorm
0.0,33535,443.0,1,58,0,0,0,0,1,0,portScan
1.03,80,2061.0,10,440,0,1,0,0,1,0,redWorm
0.0,53896,4445.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,4445.0,5,200,0,0,0,0,1,0,synFlood
0.0,1081,50150.0,1,54,0,1,0,1,0,0,portScan
0.0,80,23475.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,2223.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,56625.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,5005.0,5,200,0,0,0,0,1,0,synFlood
0.0,8080,39135.0,5,220,0,1,0,0,1,0,none
0.0,48655,10024.0,1,58,0,0,0,0,1,0,portScan
0.0,54437,1935.0,5,200,0,0,0,0,1,0,none
0.0,80,44595.0,10,2525,0,1,1,0,0,1,none
0.0,54235,5223.0,5,200,0,0,0,0,1,0,synFlood
0.0,54437,50050.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,48543.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,9306.0,5,200,0,0,0,0,1,0,synFlood
0.003,80,51349.0,4,272,0,1,0,0,1,1,dos
0.0,54437,4444.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,7990.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,5500.0,5,200,0,0,0,0,1,0,synFlood
0.0,54437,8118.0,5,200,0,0,0,0,1,0,synFlood
0.004,48914,80.0,5,479,0,1,1,0,1,1,dos
0.0,50000,53392.0,1,54,0,1,0,1,0,0,portScan
0.0,53896,8009.0,5,200,0,0,0,0,1,0,synFlood
0.0,54235,829.0,5,200,0,0,0,0,1,0,synFlood
0.0,425,48655.0,1,54,0,1,0,1,0,0,portScan
0.003,80,51002.0,4,272,0,1,0,0,1,1,dos
0.0,80,61724.0,5,220,0,1,0,0,1,0,redWorm
16.0,80,2874.0,10,440,0,1,0,0,1,0,redWorm
0.0,443,63437.0,5,5710,0,1,1,0,0,0,none
0.011,48480,80.0,6,545,0,1,1,0,1,1,dos
15.6,80,8508.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,34757.0,5,220,0,1,0,0,1,0,redWorm
0.0,5500,53392.0,1,54,0,1,0,1,0,0,portScan
0.0,53896,1293.0,5,200,0,0,0,0,1,0,synFlood
0.007,38952,80.0,5,479,0,1,1,0,1,1,dos
0.0,43404,53.0,5,310,0,0,0,0,0,0,none
0.003,48631,80.0,5,479,0,1,1,0,1,1,dos
0.004,80,37434.0,3,206,0,1,0,0,1,1,dos
31.43,80,41978.0,15,660,0,1,0,0,1,0,redWorm
0.0,1234,53392.0,1,54,0,1,0,1,0,0,portScan
0.0,80,25556.0,5,220,0,1,0,0,1,0,redWorm
0.005,47750,80.0,5,479,0,1,1,0,1,1,dos
0.007,37949,80.0,5,479,0,1,1,0,1,1,dos
0.0,2047,33168.0,1,54,0,1,0,1,0,0,portScan
0.003,80,44398.0,4,272,0,1,0,0,1,1,dos
0.004,80,33647.0,3,206,0,1,0,0,1,1,dos
0.0,541,41422.0,1,54,0,1,0,1,0,0,portScan
0.002,38744,80.0,5,479,0,1,1,0,1,1,dos
1.01,80,48257.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,25309.0,5,220,0,1,0,0,1,0,redWorm
0.0,3001,36970.0,1,54,0,1,0,1,0,0,portScan
0.0,0,8.0,1,42,0,0,0,0,0,0,portScan
0.0,53896,9092.0,5,200,0,0,0,0,1,0,synFlood
1.344,24522,3389.0,10,1736,0,0,0,0,0,0,none
0.99,49245,80.0,10,3310,0,1,1,0,1,0,none
0.04,443,55283.0,10,7550,0,1,0,0,1,0,none
0.0,54437,9000.0,5,200,0,0,0,0,1,0,synFlood
0.0,39394,80.0,5,1055,0,1,1,0,0,0,none
0.0,53,16694.0,1,133,0,0,0,0,0,0,none
24.83,80,35984.0,10,440,0,1,0,0,1,0,redWorm
0.0,54437,587.0,5,200,0,0,0,0,1,0,synFlood
0.005,80,49391.0,4,272,0,1,0,0,1,1,dos
0.0,10008,53.0,1,71,0,0,0,0,0,0,none
0.41,443,50856.0,20,6018,0,1,1,0,1,1,none
0.0,54235,530.0,5,200,0,0,0,0,1,0,synFlood
0.0,58611,445.0,5,240,0,0,0,0,1,0,none
0.004,80,59193.0,4,272,0,1,0,0,1,1,dos
0.0,2040,48655.0,1,54,0,1,0,1,0,0,portScan
0.0,80,50492.0,5,220,0,1,0,0,1,0,redWorm
0.004,54989,80.0,6,545,0,1,1,0,1,1,dos
0.006,33226,80.0,5,479,0,1,1,0,1,1,dos
0.005,56213,80.0,5,479,0,1,1,0,1,1,dos
0.0,2002,38177.0,1,54,0,1,0,1,0,0,portScan
0.0,54235,445.0,5,200,0,0,0,0,1,0,synFlood
0.004,80,41477.0,3,206,0,1,0,0,1,1,dos
0.0,37090,259.0,1,58,0,0,0,0,1,0,portScan
0.0,48655,5510.0,1,58,0,0,0,0,1,0,portScan
61.67,443,49245.0,100,119715,0,1,1,0,1,1,none
0.0,54437,1194.0,5,200,0,0,0,0,1,0,synFlood
0.0,48759,993.0,1,58,0,0,0,0,1,0,portScan
0.0,80,30859.0,5,220,0,1,0,0,1,0,redWorm
0.004,48413,80.0,5,479,0,1,1,0,1,1,dos
0.0,443,48713.0,5,1140,0,1,1,0,0,0,none
0.0,54437,10024.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,7070.0,5,200,0,0,0,0,1,0,synFlood
24.32,80,23401.0,10,440,0,1,0,0,1,0,redWorm
0.0,80,36298.0,5,220,0,1,0,0,1,0,redWorm
0.0,53896,199.0,5,200,0,0,0,0,1,0,synFlood
0.0,80,65234.0,5,220,0,1,0,0,1,0,redWorm
0.0,47080,1032.0,1,58,0,0,0,0,1,0,portScan
0.003,60466,139.0,2,112,0,0,0,1,1,0,portScan
0.005,43216,80.0,5,479,0,1,1,0,1,1,dos
0.0,3306,34406.0,5,220,0,1,0,0,1,0,none
0.0,443,39862.0,5,360,0,1,0,0,0,1,none
0.0,3168,49209.0,1,54,0,1,0,1,0,0,portScan
0.0,54437,1812.0,5,200,0,0,0,0,1,0,synFlood
0.002,80,60908.0,4,272,0,1,0,0,1,1,dos
0.0,53392,4111.0,1,58,0,0,0,0,1,0,portScan
0.0,58422,53.0,2,246,0,0,0,0,0,0,none
31.62,80,7092.0,25,1100,0,1,0,0,1,0,redWorm
0.0,54235,21.0,5,200,0,0,0,0,1,0,synFlood
0.003,80,45576.0,4,272,0,1,0,0,1,1,dos
0.0,50150,2608.0,1,58,0,0,0,0,1,0,portScan
0.0,37810,48494.0,1,735,0,0,0,0,0,0,none
0.0,80,31437.0,5,220,0,1,0,0,1,0,redWorm
0.003,80,35002.0,3,206,0,1,0,0,1,1,dos
1.03,80,40714.0,10,440,0,1,0,0,1,0,redWorm
0.005,51960,80.0,6,545,0,1,1,0,1,1,dos
0.0,58175,2190.0,1,58,0,0,0,0,1,0,portScan
0.0,56736,3100.0,5,200,0,0,0,0,1,0,none
0.0,53896,7655.0,5,200,0,0,0,0,1,0,synFlood
0.004,60575,80.0,5,479,0,1,1,0,1,1,dos
0.448,443,58674.0,6,7246,0,0,0,0,0,0,none
0.004,80,57196.0,3,206,0,1,0,0,1,1,dos
0.0,52087,3986.0,1,58,0,0,0,0,1,0,portScan
0.0,54437,981.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,8834.0,5,200,0,0,0,0,1,0,synFlood
0.0,53896,1645.0,5,200,0,0,0,0,1,0,synFlood
0.0,54437,9001.0,5,200,0,0,0,0,1,0,synFlood
0.004,80,34301.0,3,206,0,1,0,0,1,1,dos
0.005,58527,80.0,5,479,0,1,1,0,1,1,dos
28.67,80,33714.0,10,440,0,1,0,0,1,0,redWorm
0.0,56810,6600.0,5,200,0,0,0,0,1,0,none
0.0,6901,33168.0,1,54,0,1,0,1,0,0,portScan
0.0,9618,41422.0,1,54,0,1,0,1,0,0,portScan
0.004,80,34058.0,3,206,0,1,0,0,1,1,dos
0.0,54235,16384.0,5,200,0,0,0,0,1,0,synFlood
0.0,45219,3430.0,5,200,0,0,0,0,1,0,none
0.0,48655,5815.0,1,58,0,0,0,0,1,0,portScan
0.0,5060,4701.0,5,220,0,1,0,0,1,0,none
0.0,53,62839.0,2,260,0,0,0,0,0,0,none
0.0,80,63859.0,5,220,0,1,0,0,1,0,redWorm
0.0,47081,443.0,1,58,0,0,0,0,1,0,portScan
0.0,53392,6007.0,1,58,0,0,0,0,1,0,portScan
0.0,36919,5862.0,1,58,0,0,0,0,1,0,portScan
0.0,32958,0.0,5,655,0,0,0,0,0,0,none
0.0,3261,37090.0,1,54,0,1,0,1,0,0,portScan
3.1,80,45731.0,10,440,0,1,0,0,1,0,redWorm
31.56,80,5453.0,15,660,0,1,0,0,1,0,redWorm
0.0,80,34998.0,5,220,0,1,0,0,1,0,redWorm
0.0,53392,5999.0,1,58,0,0,0,0,1,0,portScan
0.004,80,45014.0,3,206,0,1,0,0,1,1,dos
0.0,42802,443.0,5,205,0,1,0,0,0,0,none
12.1,80,43389.0,10,440,0,1,0,0,1,0,redWorm
0.009,39414,80.0,5,479,0,1,1,0,1,1,dos
0.0,60387,912.0,1,58,0,0,0,0,1,0,portScan
0.0,25735,61477.0,1,54,0,1,0,1,0,0,portScan
0.0,54235,7070.0,5,200,0,0,0,0,1,0,synFlood
0.001,80,40845.0,3,206,0,1,0,0,1,1,dos
0.0,80,22362.0,5,220,0,1,0,0,1,0,redWorm
0.004,80,58696.0,4,272,0,1,0,0,1,1,dos
28.67,80,62685.0,15,660,0,1,0,0,1,0,redWorm
45.81,443,56420.0,125,16205,0,1,1,0,0,0,none
0.0,54235,6690.0,5,200,0,0,0,0,1,0,synFlood
0.0,54435,4242.0,5,200,0,0,0,0,1,0,none
0.0,53896,135.0,5,140,0,0,0,0,0,0,none
0.0,0,8.0,1,42,0,0,0,0,0,0,portScan
0.0,38150,3003.0,1,58,0,0,0,0,1,0,portScan
0.0,62846,80.0,5,1210,0,1,1,0,0,0,none
0.0,80,45629.0,5,220,0,1,0,0,1,0,redWorm
0.002,56592,80.0,6,545,0,1,1,0,1,1,dos
16.39,80,11877.0,10,440,0,1,0,0,1,0,redWorm
0.0,1145,33508.0,1,54,0,1,0,1,0,0,portScan
0.0,137,137.0,2,184,0,0,0,0,0,0,none
0.0,47080,3300.0,1,58,0,0,0,0,1,0,portScan
0.0,80,1326.0,5,220,0,1,0,0,1,0,redWorm
0.003,53911,80.0,5,479,0,1,1,0,1,1,dos
0.0,53896,4243.0,5,200,0,0,0,0,1,0,synFlood
0.0,56736,22889.0,5,200,0,0,0,0,1,0,none
16.01,110,39407.0,10,440,0,1,0,0,1,0,none
0.003,47131,445.0,2,112,0,0,0,1,1,0,portScan
0.0,60388,2811.0,1,58,0,0,0,0,1,0,portScan
0.0,53896,22136.0,5,200,0,0,0,0,1,0,synFlood
15.28,80,1524.0,15,660,0,1,0,0,1,0,redWorm
0.0,443,47681.0,5,220,0,1,0,0,1,0,none
0.0,80,24844.0,5,220,0,1,0,0,1,0,redWorm
0.0,54235,23399.0,5,200,0,0,0,0,1,0,synFlood
0.0,53392,3517.0,1,58,0,0,0,0,1,0,portScan
0.0,61477,3690.0,1,58,0,0,0,0,1,0,portScan
0.02,53896,4445.0,95,3800,0,0,0,0,1,0,synFlood
0.006,80,45341.0,4,272,0,1,0,0,1,1,dos
0.0,56810,3800.0,5,200,0,0,0,0,1,0,none
0.3,443,49519.0,10,400,0,1,0,0,0,0,none
